Pod Name,Container Name,Timestamp,CPU Usage (millicores),Memory Usage (bytes)
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:51,50.795,109104Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:53,46.684,103444Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:53,30.759,168692Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:53,27.490,100692Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:53,24.356,183860Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:53,50.795,109104Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:56,40.239,103436Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:56,30.106,169000Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:56,28.716,104140Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:56,23.366,188616Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:56,46.606,109208Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:59,40.239,103436Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:59,30.106,169000Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:59,28.716,104140Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:59,23.366,188616Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:59,46.606,109208Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:01,40.239,103436Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:02,30.106,169000Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:02,28.716,104140Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:02,23.366,188616Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:02,46.606,109208Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:04,40.239,103436Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:04,30.106,169000Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:05,28.716,104140Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:05,23.366,188616Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:05,46.606,109208Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:07,40.239,103436Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:07,30.106,169000Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:08,28.716,104140Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:08,23.366,188616Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:08,46.606,109208Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:10,44.805,103520Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:10,33.682,169180Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:10,28.991,108952Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:11,46.007,197528Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:11,48.510,111760Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:13,44.805,103520Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:13,33.682,169180Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:13,28.991,108952Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:13,46.007,197528Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:14,48.510,111760Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:16,44.805,103520Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:16,33.682,169180Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:16,28.991,108952Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:16,46.007,197528Ki
